consultant_id;business_account_id;farm_id;farm_area_id;growth_stage_id;crop_type_id;prev_crop_type_id;crop_tech_id;mgmt_type_id;mgmt_item_id;point_id;latitude;longitude;tenant_id;point_type_id;collector_user_id;thumbnail_path;date
2;2;2;4;1;4;13;1;1;29;"5f207d2563ddbbbf83c0073c";-17,130627800000003;-49,76038791;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-03 00:00:00,000
2;2;2;4;1;4;13;1;1;29;"5f207d2363ddbbbf83c0073a";-17,13254473;-49,75432521;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-03 00:00:00,000
2;2;2;4;1;4;13;1;1;29;"5f207d2263ddbbbf83c00739";-17,13019731;-49,75689854;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-03 00:00:00,000
2;2;2;4;1;4;13;1;1;29;"5f207d1e63ddbbbf83c00736";-17,13024721;-49,7546934;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-03 00:00:00,000
2;2;2;4;1;4;13;1;1;29;"5f207d1d63ddbbbf83c00735";-17,13008323;-49,75901386;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-03 00:00:00,000
2;2;2;4;1;4;13;1;1;29;"5f207d1c63ddbbbf83c00734";-17,12944412;-49,75432839;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-03 00:00:00,000
2;2;2;3;1;3;20;2;1;29;"5f207d1b63ddbbbf83c00733";-17,16332177;-49,76400996;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-03 00:00:00,000
2;2;2;3;1;3;20;2;1;29;"5f207d1763ddbbbf83c00730";-17,16228949;-49,75989915;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-03 00:00:00,000
2;2;2;3;1;3;20;2;1;29;"5f207d1363ddbbbf83c0072d";-17,16538266;-49,75212096;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-03 00:00:00,000
2;2;2;2;1;2;13;1;1;29;"5f207d0b63ddbbbf83c00726";-17,14441538;-49,75914265;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-03 00:00:00,000
2;2;2;2;1;2;13;1;1;29;"5f207d0763ddbbbf83c00723";-17,14626481;-49,75632314;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-03 00:00:00,000
2;2;2;2;1;2;13;1;1;29;"5f207d0463ddbbbf83c00720";-17,1425664;-49,75481065;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-03 00:00:00,000
2;2;2;4;1;4;13;1;1;29;"5f207d4863ddbbbf83c00759";-17,13181569;-49,76048242;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-04 00:00:00,000
2;2;2;4;1;4;13;1;1;29;"5f207d4963ddbbbf83c0075a";-17,12854744;-49,75956036;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-04 00:00:00,000
2;2;2;3;1;3;20;2;1;29;"5f207d3463ddbbbf83c00748";-17,16146824;-49,76046135;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-04 00:00:00,000
2;2;2;3;1;3;20;2;1;29;"5f207d3563ddbbbf83c00749";-17,16280527;-49,76414248;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-04 00:00:00,000
2;2;2;3;1;3;20;2;1;29;"5f207d3663ddbbbf83c0074a";-17,1600648;-49,76198236;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-04 00:00:00,000
2;2;2;3;1;3;20;2;1;29;"5f207d3863ddbbbf83c0074c";-17,16245591;-49,76047708;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-04 00:00:00,000
2;2;2;3;1;3;20;2;1;29;"5f207d3c63ddbbbf83c0074f";-17,15679606;-49,75614864;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-04 00:00:00,000
2;2;2;3;1;3;20;2;1;29;"5f207d3d63ddbbbf83c00750";-17,16204648;-49,75510912;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-04 00:00:00,000
2;2;2;4;1;4;13;1;1;29;"5f207d3f63ddbbbf83c00752";-17,13259271;-49,75620215;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-04 00:00:00,000
2;2;2;4;1;4;13;1;1;29;"5f207d4463ddbbbf83c00756";-17,13233352;-49,75872376;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-04 00:00:00,000
2;2;2;2;1;2;13;1;1;29;"5f207d2863ddbbbf83c0073e";-17,14326776;-49,75874159;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-04 00:00:00,000
2;2;2;2;1;2;13;1;1;29;"5f207d2963ddbbbf83c0073f";-17,14859851;-49,75420696;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-04 00:00:00,000
2;2;2;2;1;2;13;1;1;29;"5f207d2f63ddbbbf83c00744";-17,142580499999998;-49,76003497;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-04 00:00:00,000
2;2;2;2;1;2;13;1;1;29;"5f207d3063ddbbbf83c00745";-17,14621789;-49,758343299999993;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-04 00:00:00,000
2;2;2;2;1;2;13;1;1;29;"5f207d3163ddbbbf83c00746";-17,14742487;-49,75918709;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-04 00:00:00,000
2;2;2;4;1;4;13;1;1;29;"5f207d6a63ddbbbf83c00776";-17,13371242;-49,75771612;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-05 00:00:00,000
2;2;2;2;1;2;13;1;1;29;"5f207d4e63ddbbbf83c0075e";-17,14408024;-49,75465882;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-05 00:00:00,000
2;2;2;2;1;2;13;1;1;29;"5f207d4f63ddbbbf83c0075f";-17,14281612;-49,76041203;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-05 00:00:00,000
2;2;2;2;1;2;13;1;1;29;"5f207d5163ddbbbf83c00761";-17,14312935;-49,7585109;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-05 00:00:00,000
2;2;2;2;1;2;13;1;1;29;"5f207d5663ddbbbf83c00765";-17,14488894;-49,754243200000005;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-05 00:00:00,000
2;2;2;4;1;4;13;1;1;29;"5f207d6963ddbbbf83c00775";-17,12919872;-49,75648855;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-05 00:00:00,000
2;2;2;4;1;4;13;1;1;29;"5f207d6e63ddbbbf83c00779";-17,13344628;-49,76006165;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-05 00:00:00,000
2;2;2;3;1;3;20;2;1;29;"5f207d5a63ddbbbf83c00768";-17,16316377;-49,75512941;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-05 00:00:00,000
2;2;2;3;1;3;20;2;1;29;"5f207d5d63ddbbbf83c0076b";-17,16413821;-49,75738214;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-05 00:00:00,000
2;2;2;4;1;4;13;1;1;29;"5f207d6463ddbbbf83c00771";-17,13345159;-49,75930195;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-05 00:00:00,000
2;2;2;4;1;4;13;1;1;29;"5f207d6563ddbbbf83c00772";-17,12977806;-49,75513495;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-05 00:00:00,000
2;2;2;4;1;4;13;1;1;29;"5f207d6763ddbbbf83c00773";-17,13151023;-49,75570667;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-05 00:00:00,000
2;2;2;4;1;4;13;1;1;29;"5f207d6863ddbbbf83c00774";-17,13396799;-49,75989544;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-05 00:00:00,000
2;2;2;2;1;2;13;1;1;29;"5f207d7963ddbbbf83c00782";-17,14327781;-49,75444484;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-06 00:00:00,000
2;2;2;3;1;3;20;2;1;29;"5f207d8263ddbbbf83c0078a";-17,15983895;-49,75856306;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-06 00:00:00,000
2;2;2;4;1;4;13;1;1;29;"5f207d8763ddbbbf83c0078e";-17,12939918;-49,75851519;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-06 00:00:00,000
2;2;2;4;1;4;13;1;1;29;"5f207d9063ddbbbf83c00796";-17,12811599;-49,75778932;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-06 00:00:00,000
2;2;2;4;1;4;13;1;1;29;"5f207d8963ddbbbf83c00790";-17,1291777;-49,7588051;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-06 00:00:00,000
2;2;2;4;1;4;13;1;1;29;"5f207d8d63ddbbbf83c00793";-17,13287937;-49,75664997;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-06 00:00:00,000
2;2;2;4;1;4;13;1;1;29;"5f207d8e63ddbbbf83c00794";-17,13284148;-49,75764626;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-06 00:00:00,000
2;2;2;2;1;2;13;1;1;29;"5f207d7663ddbbbf83c00780";-17,14803992;-49,758805200000005;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-06 00:00:00,000
2;2;2;2;1;2;13;1;1;29;"5f207d7363ddbbbf83c0077d";-17,14341314;-49,75680749;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-06 00:00:00,000
2;2;2;4;1;4;13;1;1;29;"5f207d8f63ddbbbf83c00795";-17,12853791;-49,75955955;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-06 00:00:00,000
2;2;2;2;1;2;13;1;1;29;"5f207d7163ddbbbf83c0077c";-17,14558696;-49,75874017;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-06 00:00:00,000
2;2;2;4;1;4;13;1;1;29;"5f207d9163ddbbbf83c00797";-17,13264134;-49,759766799999994;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-06 00:00:00,000
2;2;2;3;1;3;20;2;1;29;"5f207d8063ddbbbf83c00788";-17,16482115;-49,75953429;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-06 00:00:00,000
2;2;2;3;1;3;20;2;1;29;"5f207d7d63ddbbbf83c00786";-17,15719926;-49,75682756;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-06 00:00:00,000
2;2;2;3;1;3;20;2;1;29;"5f207d7b63ddbbbf83c00784";-17,156627800000003;-49,76211913;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-06 00:00:00,000
2;2;2;2;2;2;13;1;1;29;"5f207d9363ddbbbf83c00798";-17,1462698;-49,76092418;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-07 00:00:00,000
2;2;2;2;2;2;13;1;1;29;"5f207d9563ddbbbf83c0079a";-17,14435057;-49,75582905;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-07 00:00:00,000
2;2;2;2;2;2;13;1;1;29;"5f207d9b63ddbbbf83c0079f";-17,14302122;-49,76085888;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-07 00:00:00,000
2;2;2;2;2;2;13;1;1;29;"5f207d9d63ddbbbf83c007a1";-17,14599243;-49,76029671;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-07 00:00:00,000
2;2;2;3;2;3;20;2;1;29;"5f207da063ddbbbf83c007a3";-17,16366417;-49,75520687;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-07 00:00:00,000
2;2;2;3;2;3;20;2;1;29;"5f207da663ddbbbf83c007a8";-17,15784618;-49,76050531;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-07 00:00:00,000
2;2;2;3;2;3;20;2;1;29;"5f207da763ddbbbf83c007a9";-17,16320287;-49,75961787;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-07 00:00:00,000
2;2;2;3;2;3;20;2;1;29;"5f207da963ddbbbf83c007ab";-17,16344795;-49,76172959;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-07 00:00:00,000
2;2;2;4;2;4;13;1;1;29;"5f207db063ddbbbf83c007b1";-17,12903317;-49,7546711;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-07 00:00:00,000
2;2;2;4;2;4;13;1;1;29;"5f207db263ddbbbf83c007b2";-17,13328887;-49,75847892;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-07 00:00:00,000
2;2;2;4;2;4;13;1;1;29;"5f207db463ddbbbf83c007b4";-17,12986837;-49,75710812;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-07 00:00:00,000
2;2;2;4;2;4;13;1;1;29;"5f207db563ddbbbf83c007b5";-17,13163699;-49,75764521;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-07 00:00:00,000
2;2;2;2;2;2;13;1;1;29;"5f207db863ddbbbf83c007b7";-17,1431354;-49,75775414;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-08 00:00:00,000
2;2;2;2;2;2;13;1;1;29;"5f207db963ddbbbf83c007b8";-17,14831141;-49,76183645;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-08 00:00:00,000
2;2;2;2;2;2;13;1;1;29;"5f207dba63ddbbbf83c007b9";-17,14326499;-49,75889504;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-08 00:00:00,000
2;2;2;2;2;2;13;1;1;29;"5f207dbb63ddbbbf83c007ba";-17,14776131;-49,75716532;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-08 00:00:00,000
2;2;2;2;2;2;13;1;1;29;"5f207dbc63ddbbbf83c007bb";-17,14221281;-49,76166924;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-08 00:00:00,000
2;2;2;2;2;2;13;1;1;29;"5f207dbd63ddbbbf83c007bc";-17,14442771;-49,75853872;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-08 00:00:00,000
2;2;2;2;2;2;13;1;1;29;"5f207dbf63ddbbbf83c007bd";-17,1440825;-49,76104216;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-08 00:00:00,000
2;2;2;2;2;2;13;1;1;29;"5f207dc063ddbbbf83c007be";-17,14727114;-49,75601709;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-08 00:00:00,000
2;2;2;4;2;4;13;1;1;29;"5f207dd963ddbbbf83c007d3";-17,130012899999997;-49,75707731;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-08 00:00:00,000
2;2;2;4;2;4;13;1;1;29;"5f207dd863ddbbbf83c007d2";-17,12843463;-49,75575783;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-08 00:00:00,000
2;2;2;4;2;4;13;1;1;29;"5f207dd763ddbbbf83c007d1";-17,13351965;-49,75562624;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-08 00:00:00,000
2;2;2;4;2;4;13;1;1;29;"5f207dd463ddbbbf83c007cf";-17,13223588;-49,75651691;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-08 00:00:00,000
2;2;2;4;2;4;13;1;1;29;"5f207dd363ddbbbf83c007ce";-17,1297798;-49,75950368;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-08 00:00:00,000
2;2;2;4;2;4;13;1;1;29;"5f207dd263ddbbbf83c007cd";-17,13043786;-49,75976286;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-08 00:00:00,000
2;2;2;4;2;4;13;1;1;29;"5f207dd163ddbbbf83c007cc";-17,13319999;-49,7584804;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-08 00:00:00,000
2;2;2;4;2;4;13;1;1;29;"5f207dce63ddbbbf83c007ca";-17,12994231;-49,75998838;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-08 00:00:00,000
2;2;2;3;2;3;20;2;1;29;"5f207dcb63ddbbbf83c007c7";-17,16556207;-49,75505918;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-08 00:00:00,000
2;2;2;3;2;3;20;2;1;29;"5f207dc963ddbbbf83c007c6";-17,15891653;-49,76342287;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-08 00:00:00,000
2;2;2;3;2;3;20;2;1;29;"5f207dc563ddbbbf83c007c2";-17,15823814;-49,76029435;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-08 00:00:00,000
2;2;2;3;2;3;20;2;1;29;"5f207dc363ddbbbf83c007c1";-17,16105094;-49,75625253;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-08 00:00:00,000
2;2;2;2;2;2;13;1;1;29;"5f207db663ddbbbf83c007b6";-17,14816161;-49,76000137;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-08 00:00:00,000
2;2;2;3;2;3;20;2;1;29;"5f207de863ddbbbf83c007e0";-17,15870891;-49,75512508;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-09 00:00:00,000
2;2;2;3;2;3;20;2;1;29;"5f207de763ddbbbf83c007df";-17,16384039;-49,75466643;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-09 00:00:00,000
2;2;2;2;2;2;13;1;1;29;"5f207de563ddbbbf83c007dd";-17,14279608;-49,75636122;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-09 00:00:00,000
2;2;2;2;2;2;13;1;1;29;"5f207dda63ddbbbf83c007d4";-17,14637256;-49,76025964;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-09 00:00:00,000
2;2;2;4;2;4;13;1;1;29;"5f207dfb63ddbbbf83c007f0";-17,13195088;-49,75804256;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-09 00:00:00,000
2;2;2;4;2;4;13;1;1;29;"5f207df963ddbbbf83c007ee";-17,13137809;-49,75462794;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-09 00:00:00,000
2;2;2;4;2;4;13;1;1;29;"5f207df863ddbbbf83c007ed";-17,13405346;-49,75501201;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-09 00:00:00,000
2;2;2;4;2;4;13;1;1;29;"5f207df763ddbbbf83c007ec";-17,13291608;-49,75755656;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-09 00:00:00,000
2;2;2;4;2;4;13;1;1;29;"5f207df663ddbbbf83c007eb";-17,13102844;-49,75767283;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-09 00:00:00,000
2;2;2;3;2;3;20;2;1;29;"5f207df063ddbbbf83c007e6";-17,15913582;-49,75638133;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-09 00:00:00,000
2;2;2;3;2;3;20;2;1;29;"5f207dee63ddbbbf83c007e5";-17,15771367;-49,754940500000004;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-09 00:00:00,000
2;2;2;2;2;2;13;1;1;29;"5f207e0663ddbbbf83c007f9";-17,14301963;-49,75753327;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-10 00:00:00,000
2;2;2;2;2;2;13;1;1;29;"5f207e0963ddbbbf83c007fb";-17,14333884;-49,75845462;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-10 00:00:00,000
2;2;2;3;2;3;20;2;1;29;"5f207e0a63ddbbbf83c007fc";-17,15670935;-49,75773507;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-10 00:00:00,000
2;2;2;3;2;3;20;2;1;29;"5f207e0b63ddbbbf83c007fd";-17,1672212;-49,75972634;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-10 00:00:00,000
2;2;2;3;2;3;20;2;1;29;"5f207e0c63ddbbbf83c007fe";-17,15995881;-49,75346933;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-10 00:00:00,000
2;2;2;3;2;3;20;2;1;29;"5f207e0d63ddbbbf83c007ff";-17,15871946;-49,75344472;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-10 00:00:00,000
2;2;2;3;2;3;20;2;1;29;"5f207e1063ddbbbf83c00801";-17,16675018;-49,75891523;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-10 00:00:00,000
2;2;2;3;2;3;20;2;1;29;"5f207e1163ddbbbf83c00802";-17,16500285;-49,75207291;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-10 00:00:00,000
2;2;2;3;2;3;20;2;1;29;"5f207e1263ddbbbf83c00803";-17,16228889;-49,76332598;"5e932b6676b8ba3a62d05a5b";1;13;"thumb_url";2020-07-10 00:00:00,000
